text,url,bounds/width,bounds/height,bounds/left,bounds/right,bounds/top,bounds/bottom,bounds/fontSize,bounds/density,bounds/densityOnScreen,bounds/areaDensity,bounds/text_count,meta/moreBigText,meta/isDownTitle,meta/tagName,meta/hasCluster,computed/transform_origin,computed/perspective_origin,computed/line_height,computed/position
"En Xataka | Flippy, el robot que prepara hamburguesas, no aguantó la presión y ha sido desactivado por ser demasiado lento",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,96,452,1148,4617.359375,4713.359375,21,330.0121209895176,4612.5427607774,1971.2873683130679,122,false,true,P,true,348,348,32,relative
También te puede gustar,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,1368,24,116,1484,5315.109375,5339.109375,19,392.64105745578877,984.10462858377,2025.940983829426,23,false,true,P,false,684,684,24,relative
Tesla compra una empresa de fabricación automatizada para intentar agilizar su línea de producción,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,128,418.625,5576.328125,5636.328125,14,117.69027147559818,1078.890268400823,2060.6916758688863,98,false,true,SPAN,false,145.312,145.312,20,relative
Los 53 mejores juegos para PS4: las pequeñas y grandes joyas ya publicadas o a punto de llegar,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,469.984375,760.609375,5576.328125,5636.328125,14,120.16655108639841,1056.6427187086465,2060.6916758688863,94,false,true,SPAN,false,145.312,145.312,20,relative
Así es como un PC con AMD Ryzen de 1.530 dólares aplasta a un Mac Pro de 5.660 dólares en Photoshop,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,811.96875,1102.59375,5576.328125,5636.328125,14,117.09397934992217,1084.380839465545,2060.6916758688863,99,false,true,SPAN,false,145.312,145.312,20,relative
"Récord para la máquina de crear coches de Tesla: 25.000 unidades en un trimestre, todavía lejos de la promesa de Musk",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,1153.953125,1444.578125,5576.328125,5636.328125,14,107.71258050942797,1178.846256674296,2060.6916758688863,117,false,true,SPAN,false,145.312,145.312,20,relative
Tesla sigue quemando dinero y pone toda la carne en el asador con el Model 3,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,128,418.625,5832.328125,5892.328125,14,133.64505228402584,950.1037538737545,2060.6916758688863,76,false,true,SPAN,false,145.312,145.312,20,relative
General Motors está conectando los robots de sus fábricas a internet y ya comienza a cosechar beneficios,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,469.984375,760.609375,5901.546875,5961.546875,14,114.24535001478178,1111.426909427696,2060.6916758688863,104,false,true,SPAN,false,145.312,145.312,20,relative
"RealDoll X, la primera muñeca sexual robótica y con inteligencia artificial ya está lista para salir a la venta",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,811.96875,1102.59375,5901.546875,5961.546875,14,110.58480908334562,1148.2216393732526,2060.6916758688863,111,false,true,SPAN,false,145.312,145.312,20,relative
"Tesla se hace con Perbix, una pieza clave para superar los ya famosos cuellos de botella del Model 3",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,290.625,60,1153.953125,1444.578125,5901.546875,5961.546875,14,116.50751048752178,1089.8437499820789,2060.6916758688863,100,false,true,SPAN,false,145.312,145.312,20,relative
Entra para comentar,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,1008,30,296,1304,6268.578125,6298.578125,16,433.59543355529013,823.8319003291873,2031.1025136622864,19,false,true,DIV,false,504,504,0,relative
Traducción del titular: Nos sale más barato contratar humanos que resolver todos los problemas de automatización.,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,64,600,1296,6607.578125,6671.578125,21,228.60008748904713,2959.4325942653263,2004.8278580043805,113,false,true,P,true,348,348,32,relative
Esto mismo ya le paso hace un par de años a Mercedes-Benz y tuvo que sustituir a robots por trabajadores humanos.Después de todo las máquinas solo saben hacer lo que se les programa y no es tan sencillo como pueda parecer.,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,128,600,1296,6815.578125,6943.578125,21,326.19166145074894,8296.133152258346,1943.0114275214348,222,false,true,P,true,348,348,32,relative
"Que yo sepa fue a Toyota con el tema de los cables, porque hoy por hoy las manos humanas son mucho mas eficientes que las robóticas en tareas tan precisas.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,644,96,656,1300,7129.578125,7225.578125,21,270.9077333706072,4810.641204662847,1978.2478350471142,155,false,true,P,true,322,322,32,relative
"En realidad depende de la tarea, del robot y como se programe este, hay que tener en cuenta que la automatización es eso, hacer que un robot haga algo de forma simultanea una y otra vez, para lo que es perfecto, si haces un robot que enhebre una aguja todos los días las 24 horas del día el robot lo hará, pero si le mueves la aguja un milímetro (o menos inclusive) el robot no sabe como solucionar el problema, porque no sabe mover la aguja, solo enhebrar.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,588,256,712,1300,7411.578125,7667.578125,21,384.1392976512557,20112.00687350718,1879.7230716620857,457,false,true,P,true,294,294,32,relative
Pero solo en los modelos de gama alta por la personalización que pedían los clientes no?,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,644,64,656,1300,7853.578125,7917.578125,21,239.6914683504609,2416.502199461031,2010.5110552943906,88,false,true,P,true,322,322,32,relative
"Soy programador en la Industria y puedo decir que aunque haya avanzado mucho los Robots y automatización de las maquinas, aun hay muchas situaciones que no son capaces de resolver los robots (variaciones en el material, mala calibración, piezas difíciles de detectar por cámaras, velocidad de producción mas lenta que un humano en el mismo proceso, etc). Así que por mas que quieran van a depender de los humanos para las tareas que no puedan hacer los Robot, lo que si va a pasar es que va a ver cosas que antes no podían hacer los robots y ahora si puedan así que aunque aun van a depender de los humanos lo harán en menor medida que antes.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,320,600,1296,8061.578125,8381.578125,21,479.53623429309283,35270.10473474668,1820.3594650199743,642,false,true,P,true,348,348,32,relative
"Y a mi cargan contra mi cuando lo digo.No todo lo pueden hacer las máquinas, ni las máquinas lo hacen todo bien.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,644,96,656,1300,8567.578125,8663.578125,21,318.69734859267345,4089.273226381431,1978.2478350471142,112,false,true,P,true,322,322,32,relative
Las máquinas lo hacen todo bien. Quien no hacen bien las cosas son una vez más los humanos que las programaron / diseñaron.,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,588,64,712,1300,8849.578125,8913.578125,21,185.11077764409072,2608.494186307495,2016.8944972579436,123,false,true,P,true,294,294,32,relative
"Entiendo, si la maquina lo hace bien , es merito de la maquina, si la maquina lo hace mal es culpa del hombre.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,64,768,1300,9099.578125,9163.578125,21,177.1016657177453,2231.8652289060824,2023.589871411401,110,false,true,P,true,266,266,32,relative
"pos supuesto, eso es una maquina española. ;)",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,32,768,1300,9349.578125,9381.578125,21,138.4449349019313,713.7528984179329,2061.805422096435,45,false,true,P,true,266,266,32,relative
Te equivocas eso es una mujer,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,32,768,1300,9580.578125,9612.578125,21,172.46158992656888,572.9815354791112,2061.805422096435,29,false,true,P,true,266,266,32,relative
"Bloomberg habla ya de casi 3000 unidades a la semana, esperemos pronto noticias.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,64,600,1296,9769.578125,9833.578125,21,271.68916062294426,2490.085299743766,2004.8278580043805,80,false,true,P,true,348,348,32,relative
"Prometió 20.000 XD, está dando un 15% de lo anunciado... para el año pasado.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,644,64,656,1300,10019.578125,10083.578125,21,257.922468970813,2245.704735712155,2010.5110552943906,76,false,true,P,true,322,322,32,relative
"Habrá que ver cómo afecta la medida de contratar más personal en el coste del vehículo. No creo que tenga un efecto neutral, aunque no podría precisar en qué sentido.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,644,96,656,1300,10097.578125,10193.578125,21,261.77662233285844,4978.415748006589,1978.2478350471142,166,false,true,P,true,322,322,32,relative
"Prometió 20.000 al mes, no a la semana.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,588,32,712,1300,10379.578125,10411.578125,21,164.3684884641822,734.4117646116516,2057.0710776299443,39,false,true,P,true,294,294,32,relative
Cierto. Ahí me ha traicionado la memoria.+1,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,32,768,1300,10610.578125,10642.578125,21,141.6297991243368,697.7114589857329,2061.805422096435,43,false,true,P,true,266,266,32,relative
Pero el efecto sobre el coste previsto sigue siendo una duda que se cierne la decisión.,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,64,768,1300,10656.578125,10720.578125,21,199.14065381031568,1984.8662624972999,2023.589871411401,87,false,true,P,true,266,266,32,relative
"Aún así le falta producir 2000 autos más para llegar a su meta prometida hace un año, casi el doble de las que produce a día de hoy, eso, para mí, es un indicador de alarmas. Aunque hay que esperar a finales de año tal y como prometió hace poco.",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,532,160,768,1300,10906.578125,11066.578125,21,296.6732209013817,8327.117148209218,1947.7651715221596,245,false,true,P,true,266,266,32,relative
"Yo digo una cosa... por poner un ejemplo. Ahora producen 2000 model 3 a la semana no? A este ritmo produciría en un año 104000 unidades. Vamos ahora por un best seller como es el seat ibiza, en la ultima decada ha producido un arco anual entre 150000 y 220000 unidades. Producir en solo un año de vida la mitad de lo que produce seat en sus respectivas fabricas los ibiza no os parece increible? Y digo yo que irán aumentando la producción...",https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,588,256,712,1300,11252.578125,11508.578125,21,390.60337940166363,19779.187315964224,1879.7230716620857,442,false,true,P,true,294,294,32,relative
Hay situaciones dentro de la linea de producción que lo puede solucionar un obrero calificado.,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,64,600,1296,11652.578125,11716.578125,21,250.64117778210348,2699.188144609412,2004.8278580043805,94,false,true,P,true,348,348,32,relative
Espero que los robots de producción sean más rapidos que el del video...,https://www.xataka.com/robotica-e-ia/elon-musk-los-problemas-de-produccion-en-tesla-se-deben-a-la-excesiva-automatizacion-los-humanos-estan-infravalorados,696,32,600,1296,11860.578125,11892.578125,21,143.19217855735,1181.151167294009,2048.538675187618,72,false,true,P,true,348,348,32,relative
